player|pos|age|tm|g|mp|per|ts_percent|x3pa_rate|fta_rate|orb_percent|drb_percent|trb_percent|ast_percent|stl_percent|blk_percent|tov_percent|usg_percent|ows|dws|ws|ws_48|obpm|dbpm|bpm|vorp
Corey Kispert|SF|24|WAS|80|2067|12.8|0.62|0.605|0.198|1.5|10.3|5.8|10.7|0.9|0.6|10.2|19.6|1.7|0.4|2.1|0.048|-0.2|-2|-2.1|-0.1
Maxi Kleber|C|32|DAL|43|871|8.8|0.573|0.63|0.322|3.8|14.1|9|9.5|0.9|3|14.4|9.6|0.6|0.8|1.4|0.08|-2.3|1|-1.3|0.2
Kevin Knox|SF|24|DET|31|560|9.9|0.57|0.505|0.118|3.5|11.5|7.5|5.9|1.1|1.1|10.1|16.6|0.1|0.2|0.4|0.033|-2.8|-1.8|-4.6|-0.4
John Konchar|SF|27|MEM|55|1173|11.4|0.537|0.577|0.12|6.5|18|12|13|2.1|4.1|17.4|9.7|0.5|1.7|2.2|0.091|-2.6|2.2|-0.4|0.5
Furkan Korkmaz|SG|26|PHI|35|300|9.2|0.519|0.526|0.263|1.4|9.7|5.5|11|2.3|0.9|10.5|13.6|0|0.3|0.4|0.057|-3.2|0.4|-2.7|-0.1
Luke Kornet|C|28|BOS|63|983|19.8|0.736|0.005|0.266|13.5|15.1|14.3|8.9|1.2|5.5|8.5|11|3.5|1.6|5.1|0.248|1.6|1.8|3.4|1.3
Vit Krejci|PG|23|ATL|22|541|8.4|0.633|0.654|0.058|2.1|8.6|5.2|11.6|1.2|1|15.8|9.8|0.5|0.1|0.6|0.056|-3.3|-0.4|-3.7|-0.2
Jonathan Kuminga|PF|21|GSW|74|1949|17|0.598|0.191|0.347|5.2|14.4|9.8|12.5|1.4|1.7|10.9|24.1|2.7|1.9|4.6|0.113|0|-0.4|-0.4|0.8
Kyle Kuzma|PF|28|WAS|70|2281|15.7|0.547|0.343|0.183|2.8|19.3|10.9|20.7|0.8|1.8|11.9|29.7|-1|1.1|0.2|0.004|0.5|-1.6|-1.1|0.5
Jock Landale|C|28|HOU|56|763|15.6|0.584|0.194|0.316|12.2|11.9|12.1|11.8|1.3|4|11.7|14.8|1.4|0.9|2.3|0.146|-0.5|0.4|-0.1|0.4
Jake LaRavia|PF|22|MEM|35|806|12.6|0.54|0.515|0.36|6.7|10.9|8.7|11.1|1.8|1.4|11.4|21.1|0.3|0.8|1|0.062|-1.4|-1|-2.5|-0.1
Zach LaVine|SG|28|CHI|25|872|15.1|0.578|0.449|0.274|1|15.8|8.3|16.8|1.2|0.9|11|23.8|0.8|0.6|1.5|0.08|0.8|-0.7|0.1|0.5
A.J. Lawson|SG|23|DAL|42|311|11.2|0.519|0.413|0.19|4.9|12.6|8.8|8.9|1.5|0.8|9.6|20|0|0.3|0.2|0.036|-3.1|-1.5|-4.6|-0.2
Saben Lee|PG|24|PHO|24|185|13.5|0.492|0.291|0.709|5.8|12.8|9.5|21|1.8|1.4|10|18.8|0.2|0.2|0.4|0.099|-2|0.6|-1.4|0
Alex Len|C|30|SAC|48|444|14.7|0.625|0.037|0.42|11.3|21.2|16.1|14.4|1.2|6.8|22|11.8|0.6|0.7|1.3|0.138|-2.7|2.9|0.2|0.2
Kawhi Leonard|SF|32|LAC|68|2330|23.2|0.626|0.289|0.246|4.2|15.6|10.1|16.9|2.4|2.3|8.5|26.5|6|2.9|8.9|0.184|4.8|0.6|5.5|4.4
Caris LeVert|SG|29|CLE|68|1958|14.6|0.524|0.405|0.245|2.3|13.7|8|25.7|1.9|1.6|11.4|23.1|1|2.6|3.6|0.088|-0.6|0.8|0.2|1.1
Kira Lewis Jr.|PG|22|TOT|28|265|8.6|0.441|0.359|0.217|3.8|7|5.4|18.8|1.7|0.7|12.2|18.5|-0.2|0.2|0|-0.005|-4.4|-1.4|-5.8|-0.3
Maxwell Lewis|SF|21|LAL|34|103|-3.9|0.246|0.429|0.143|2.3|2.1|2.2|6.8|0.9|0.8|30.9|13.6|-0.5|0|-0.4|-0.195|-10.3|-3.2|-13.5|-0.3
E.J. Liddell|PF|23|NOP|8|23|4.3|0.291|0.833|0.333|0|23.9|12.1|5.2|4.3|8.6|22.5|16.8|-0.1|0.1|0|-0.091|-8.7|4|-4.7|0
Damian Lillard|PG|33|MIL|73|2579|19.6|0.59|0.487|0.403|1.6|11.8|6.8|28.8|1.3|0.6|11.4|28.4|5.8|1.9|7.7|0.143|3.4|-1.3|2.1|2.7
Nassir Little|SF|23|PHO|45|458|9.9|0.572|0.565|0.161|3.6|14.3|9.3|6.1|1.1|1.9|9.5|13.9|0.3|0.4|0.7|0.074|-2.4|-0.6|-3|-0.1
Dereck Lively II|C|19|DAL|55|1294|18.1|0.728|0.007|0.274|11.4|20.4|16|6.4|1.3|5.2|13.1|12.6|3.1|1.8|4.9|0.183|-0.3|0.8|0.5|0.8
Isaiah Livers|PF|25|DET|23|469|5.1|0.46|0.664|0.155|3.5|8|5.7|7|1.3|0.9|11.4|12.7|-0.3|0.2|-0.1|-0.015|-5|-1.5|-6.5|-0.5
Chris Livingston|SF|20|MIL|21|90|6.9|0.547|0.227|0.182|3.7|21.5|12.8|7.2|1.1|0|17.4|13.8|0|0.1|0.1|0.027|-7|-1|-8|-0.1
Kenneth Lofton Jr.|PF|21|TOT|21|199|14.7|0.537|0.308|0.333|6.6|14.6|10.5|25.7|1.5|2.3|13.5|22.1|0.1|0.2|0.3|0.068|-0.6|0.3|-0.3|0.1
Kevon Looney|C|27|GSW|74|1194|15.1|0.62|0.004|0.356|13.1|24.6|18.9|14.2|1.1|2.2|15.6|11.3|2.5|1.6|4|0.162|-0.8|1.4|0.6|0.8
Brook Lopez|C|35|MIL|79|2411|14.8|0.608|0.535|0.177|5.4|13|9.3|7.1|0.9|6.7|8.8|16|3.1|2.8|5.9|0.117|0.2|0.8|1|1.8
Robin Lopez|C|35|MIL|16|65|6.6|0.453|0.421|0.105|5.2|3.3|4.2|7.8|0.7|3.9|9.1|14.5|0|0|0|0.007|-4.7|-1.4|-6.1|-0.1
Kevin Love|PF|35|MIA|55|924|18.5|0.597|0.68|0.301|7.2|34.5|20.7|19|1|1.1|10.6|21.9|1.7|1.6|3.3|0.17|2.7|1|3.6|1.3
Kyle Lowry|PG|37|TOT|60|1690|10.9|0.594|0.663|0.199|2.2|10.8|6.4|20.1|1.7|1.2|17.2|12.9|1.6|1.9|3.5|0.1|-1.9|0.9|-1|0.4
Seth Lundy|SF|23|ATL|9|52|0|0.373|0.765|0.235|2|13.1|7.3|0|0|0|5.1|15.8|-0.1|0|-0.1|-0.092|-7.7|-5|-12.7|-0.1
Trey Lyles|PF|28|SAC|58|1158|11.9|0.596|0.682|0.218|5.8|19.4|12.4|8.1|0.7|1.5|9.7|14.4|1.3|1|2.4|0.098|-0.4|-0.7|-1.1|0.3
Théo Maledon|PG|22|TOT|17|213|3.2|0.385|0.429|0.214|2|10.8|6.3|17.8|1.6|0|19|19.6|-0.6|0.1|-0.5|-0.122|-8.3|-2.1|-10.3|-0.5
Sandro Mamukelashvili|C|24|SAS|46|451|15.8|0.559|0.413|0.219|10.7|24.7|17.6|15.4|0.7|2.2|10.1|17.7|0.6|0.4|1|0.11|-0.1|-0.4|-0.5|0.2
Terance Mann|SG|27|LAC|75|1873|12|0.615|0.414|0.193|5.4|9.7|7.7|8.5|1.1|0.7|8.2|13.6|3|1.2|4.2|0.106|-0.8|-0.7|-1.5|0.2
Tre Mann|PG|22|TOT|41|987|13.7|0.559|0.399|0.187|2.2|15|8.5|24.1|2.5|0.3|16|18.2|0.4|0.8|1.2|0.058|-1.7|0.4|-1.3|0.2
Boban Marjanović|C|35|HOU|14|71|21.1|0.56|0.059|0.412|10.5|38.2|24.2|13.9|0.7|2.6|11.1|27|0.1|0.1|0.2|0.128|0.2|-0.5|-0.3|0
Lauri Markkanen|PF|26|UTA|55|1820|21.5|0.631|0.493|0.311|7.4|19.6|13.6|9.5|1.3|1.3|7.1|25|5.2|0.9|6.2|0.163|5.1|-1.5|3.6|2.6
Naji Marshall|SF|26|NOP|66|1257|12.7|0.576|0.409|0.234|4.8|16.4|10.6|13.6|1.9|0.9|13.8|16.3|1|1.6|2.6|0.1|-1.3|0.5|-0.7|0.4
Caleb Martin|SF|28|MIA|64|1756|10.8|0.531|0.415|0.177|4.7|13.5|9.1|11.8|1.3|1.6|11.3|17.3|0.2|2.2|2.4|0.066|-2.2|0.2|-2|0
Cody Martin|SF|28|CHO|28|753|9.2|0.46|0.4|0.153|2.8|13.9|8.1|19.1|2.1|2.2|16.1|16.1|-0.7|0.5|-0.2|-0.012|-4.1|0.6|-3.5|-0.3
KJ Martin|SF|23|TOT|60|746|9.9|0.563|0.155|0.227|6|13.6|9.7|9.4|1.5|1.5|13.9|13.4|0.3|0.8|1.1|0.071|-4|-0.1|-4.1|-0.4
Garrison Mathews|SG|27|ATL|66|992|8.9|0.665|0.854|0.186|1.8|8.6|5.1|4.8|1|0.7|7.2|11.1|1.4|0.2|1.6|0.077|-2.1|-0.9|-3|-0.2
Bennedict Mathurin|SF|21|IND|59|1538|13|0.562|0.323|0.338|4.4|12.8|8.6|9.8|1.1|0.7|11.3|23.4|0.8|0.7|1.4|0.045|-1.2|-2.3|-3.4|-0.6
Wesley Matthews|SG|37|ATL|36|413|8.2|0.511|0.711|0.247|2.3|12.1|7|6.9|1.9|2.4|6.9|11.7|0.2|0.3|0.4|0.049|-3.1|0.3|-2.8|-0.1
Tyrese Maxey|PG|23|PHI|70|2626|19.8|0.573|0.401|0.266|1.5|9.5|5.4|26.7|1.3|1.1|6.8|28|5.9|2.1|8.1|0.147|4.1|-1|3.1|3.4
Skylar Mays|PG-SG|26|TOT|38|433|12|0.466|0.34|0.107|2.5|8.9|5.6|29.1|2.4|0.8|10.7|18.4|0.1|0.3|0.4|0.044|-2.1|0.1|-2|0
Miles McBride|PG|23|NYK|68|1328|13.1|0.59|0.586|0.11|2.6|5.9|4.2|12.2|1.9|0.5|5.9|16.4|2.4|1.3|3.6|0.131|-0.4|0.4|-0.1|0.6
CJ McCollum|PG|32|NOP|66|2159|17.9|0.592|0.528|0.132|2|12.6|7.4|21.4|1.4|1.9|9|24.7|3.5|2.4|5.9|0.132|3.3|-0.3|3.1|2.8
T.J. McConnell|PG|31|IND|71|1291|20.9|0.586|0.074|0.105|3.2|13.6|8.4|41.8|2.6|0.5|14.8|23.7|2.8|1.1|3.9|0.143|2.9|0.1|3|1.6
Jaden McDaniels|SF|23|MIN|72|2105|9.4|0.571|0.406|0.126|3.2|8.7|6|6.8|1.5|1.8|11.6|15.7|0.3|3.1|3.4|0.077|-3.3|0.7|-2.6|-0.3
Jalen McDaniels|SF|26|TOR|50|538|5|0.412|0.376|0.196|3.6|12.7|8.1|9.1|1.7|1|12.8|18.7|-1.1|0.3|-0.8|-0.074|-7.2|-1.8|-9|-1
Doug McDermott|SF|32|TOT|64|904|9.1|0.6|0.806|0.067|1.2|6|3.6|10.3|0.8|0.2|8.7|14.9|0.6|0.3|0.9|0.046|-1.5|-1.9|-3.4|-0.3
JaVale McGee|C|36|SAC|46|339|19|0.609|0.053|0.341|13.6|28.4|20.8|7.6|2|5.4|18.3|23.4|0.1|0.6|0.7|0.101|-1.9|0.6|-1.3|0.1
Bryce McGowens|SG|21|CHO|59|882|9.3|0.565|0.443|0.37|2.1|11.2|6.5|8.1|1.2|1.1|10.1|14.9|0.4|0.3|0.6|0.034|-3.7|-1.1|-4.9|-0.6
Jordan McLaughlin|PG|27|MIN|56|626|15.5|0.638|0.614|0.124|3.4|9.4|6.5|23.7|2.8|1|11.1|12.1|1.4|1.1|2.5|0.193|1.4|2.9|4.2|1
De'Anthony Melton|SG|25|PHI|38|1023|13.4|0.533|0.594|0.219|3|12.4|7.6|15.4|2.9|1.4|9|18.3|0.8|1.4|2.1|0.099|-0.7|1.2|0.5|0.7
Nathan Mensah|C|25|CHO|25|307|5|0.496|0|0.429|10.3|13.6|11.9|3.7|1|4.3|29.6|6.8|0|0.2|0.1|0.023|-8.7|-0.1|-8.8|-0.5
Sam Merrill|SG|27|CLE|61|1069|13.1|0.598|0.901|0.071|2.3|10.2|6.3|14.1|0.9|0.3|4.5|17.5|1.9|0.9|2.8|0.125|1.3|-0.8|0.5|0.7
Chimezie Metu|C|26|TOT|51|859|13.3|0.61|0.385|0.262|5.5|19.6|12.7|7.4|2.4|1.6|16|16.2|0.5|1.1|1.5|0.085|-2.1|0.8|-1.3|0.2
Vasilije Micić|PG|30|TOT|60|1176|10.7|0.524|0.416|0.203|1.3|7.1|4.2|31.1|1.3|0.6|19.7|18.8|-0.1|0.4|0.4|0.015|-2.5|-2.2|-4.6|-0.8
Khris Middleton|SF|32|MIL|55|1487|17|0.595|0.384|0.187|3|15.7|9.5|28.9|1.6|0.9|15.4|23.9|1.9|1.4|3.4|0.109|1.1|0|1.1|1.2
Brandon Miller|SF|21|CHO|74|2383|13|0.552|0.455|0.16|2.7|12.4|7.4|11.6|1.4|1.6|10.2|23.9|-0.3|1|0.8|0.015|-0.9|-1.6|-2.6|-0.3
Jordan Miller|SF|24|LAC|8|28|14.1|0.658|0.222|0.222|12.5|7.8|10.1|0|0|0|9.2|17|0.1|0|0.1|0.116|0.4|-4.2|-3.8|0
Leonard Miller|SF|20|MIN|17|52|27|0.694|0.25|0.1|11.5|31.3|21.8|25.5|1.9|1.7|4.6|18.6|0.2|0.1|0.3|0.323|5.9|3.7|9.6|0.2
Dariq Whitehead|SF|19|BRK|2|24|4.9|0.255|0.6|0.4|0|18.8|9.1|15.6|0|3.8|0|10.6|0|0|0|-0.03|-5.5|-2.4|-7.9|0
Patty Mills|PG|35|TOT|32|415|7.2|0.467|0.664|0.084|2.3|7.1|4.7|11.1|2.4|0.2|10.5|15.9|-0.3|0.4|0.1|0.009|-5|0.4|-4.6|-0.3
Shake Milton|SG|27|TOT|48|581|9.2|0.499|0.328|0.251|2.8|11.5|7.3|14.4|1.6|0.9|12.5|18.7|-0.2|0.8|0.6|0.048|-4.3|0.6|-3.7|-0.3
Justin Minaya|SF|24|POR|34|381|5.8|0.391|0.662|0.122|8.3|8.1|8.2|7.3|1.2|2.4|10.3|9.7|-0.1|0.2|0.1|0.009|-5.1|-0.5|-5.6|-0.3
Josh Minott|SF|21|MIN|32|91|20.4|0.593|0.278|0.389|5.2|15.5|10.6|13.2|2.7|4.9|4.5|21.4|0.2|0.2|0.4|0.222|1.8|3.3|5.1|0.2
Davion Mitchell|PG|25|SAC|72|1101|9.3|0.555|0.489|0.13|1.9|7.9|4.8|16|0.7|0.2|11.2|14.9|0.8|0.6|1.3|0.059|-2.4|-1|-3.4|-0.4
Donovan Mitchell|SG|27|CLE|55|1942|22.1|0.595|0.454|0.292|2.7|13.4|8.1|28.3|2.6|1.4|11.1|31.4|3.6|2.9|6.4|0.159|4.6|1.2|5.8|3.9
Evan Mobley|PF|22|CLE|50|1532|20.1|0.626|0.107|0.31|8.2|25.9|17.2|15.9|1.5|4.2|12.5|20.6|2.8|2.7|5.5|0.174|0.9|2|2.9|1.9
Isaiah Mobley|PF|24|CLE|10|72|8.1|0.471|0.417|0.042|4.7|10.8|7.8|11.5|1.4|0|7.6|16.2|0|0.1|0|0.032|-4.5|-2.1|-6.6|-0.1
Malik Monk|SG|25|SAC|72|1872|16|0.564|0.474|0.23|1.6|11.3|6.3|28.9|1.2|1.9|13.2|25.9|1.9|1.6|3.5|0.09|1.5|-1|0.6|1.2
Moses Moody|SG|21|GSW|66|1156|13.7|0.578|0.476|0.221|6.2|12.1|9.2|6.7|1.8|1.9|8.7|18.4|1.2|1.2|2.4|0.101|-0.2|0.1|-0.1|0.6
Xavier Moon|SG|29|LAC|14|119|8.1|0.352|0.37|0.043|7.9|9.2|8.5|23.4|1.2|2.3|9.6|19.1|-0.2|0.1|-0.1|-0.026|-4.7|-1.4|-6.1|-0.1
Taze Moore|SG|25|POR|4|40|11.8|0.453|0.368|0.105|10.6|11.9|11.2|20.4|2.5|0|13.1|24.3|0|0|0|-0.017|-2.5|-0.6|-3.1|0
Wendell Moore Jr.|SG|22|MIN|25|75|8.6|0.5|0.333|0|0|17.4|9.1|10.9|3.3|1.2|18.2|13|-0.1|0.2|0.1|0.052|-6.1|3.3|-2.8|0
Ja Morant|PG|24|MEM|9|318|20.6|0.57|0.3|0.376|2|15.8|8.6|42.2|1.1|1.5|12|30.4|0.5|0.3|0.8|0.124|2.7|0.4|3.1|0.4
Marcus Morris|PF|34|TOT|49|817|9.9|0.558|0.451|0.167|3.1|15.2|9.1|6.1|0.9|1.4|9.6|16.6|0.2|0.8|1|0.06|-2.5|-1.3|-3.8|-0.4
Markieff Morris|PF|34|DAL|26|216|6.6|0.467|0.618|0.088|2|17.6|9.9|9.4|1.1|1.2|14.5|16.4|-0.3|0.2|-0.1|-0.014|-4|-1.3|-5.3|-0.2
Monte Morris|PG|28|TOT|33|476|13.2|0.508|0.458|0.124|1.7|11.5|6.8|20|2|1.7|4.2|15.5|0.5|0.7|1.2|0.123|-0.8|1.5|0.7|0.3
Trey Murphy III|SF|23|NOP|57|1690|16.3|0.612|0.717|0.243|2.8|15.5|9.2|10.2|1.5|1.6|4.7|18.6|3.4|2|5.4|0.154|2.5|0|2.5|1.9
Dejounte Murray|SG|27|ATL|78|2783|17.7|0.555|0.379|0.179|2.3|14.4|8.1|27.9|1.9|0.8|11.3|26.6|3.3|1.6|4.9|0.084|2.3|-0.6|1.7|2.6
Jamal Murray|PG|26|DEN|59|1861|20.7|0.586|0.346|0.187|2.6|11.6|7.2|31.2|1.5|1.8|10.5|27.9|3.8|2.1|5.9|0.153|4.5|-0.4|4.1|2.9
Keegan Murray|SF|23|SAC|77|2588|13.3|0.569|0.524|0.127|4.5|13.9|9.1|6.9|1.5|2.1|5.9|18.1|2.6|2.6|5.2|0.096|-0.4|-0.5|-0.9|0.8
Kris Murray|SF|23|POR|62|1348|9|0.481|0.5|0.153|6.7|12.3|9.3|8.4|1.9|1.4|12.3|14.1|-0.4|1|0.7|0.024|-3.5|-0.2|-3.6|-0.6
Mike Muscala|C|32|TOT|53|600|7.5|0.47|0.615|0.16|7|15.8|11.3|7.6|0.7|1.8|11.6|13.4|-0.2|0.3|0.1|0.009|-3.9|-1.4|-5.3|-0.5
Svi Mykhailiuk|SF|26|BOS|41|413|11.7|0.575|0.788|0.066|3|10|6.7|11|1.3|0.2|7.8|16.1|0.5|0.4|0.9|0.106|-0.9|-0.9|-1.8|0
Larry Nance Jr.|C|31|NOP|61|1216|14.9|0.653|0.27|0.253|8.7|19.3|14.1|12.1|2.5|1.5|15.5|11.3|2.1|1.9|4.1|0.16|-0.2|2.2|2|1.2
Pete Nance|PF|23|CLE|8|27|-3.9|0.218|0.167|0.333|0|12.3|6.2|0|1.8|0|12.7|12.9|-0.1|0|-0.1|-0.154|-11.9|-3.2|-15.2|-0.1
Andrew Nembhard|PG|24|IND|68|1697|11.3|0.573|0.328|0.107|2.4|7|4.7|20|1.8|0.3|15.6|16|1.3|0.7|2|0.057|-1.6|-0.5|-2.2|-0.1
Aaron Nesmith|SF|24|IND|72|1995|12.8|0.631|0.526|0.216|3.6|12|7.8|6.6|1.5|2|8.4|16|2.8|1.3|4.1|0.098|-0.3|-0.2|-0.5|0.8
Georges Niang|PF|30|CLE|82|1831|9.9|0.583|0.627|0.095|1.4|15.5|8.5|7.5|0.8|0.9|9.9|17.6|0.5|2|2.4|0.064|-2.5|-0.4|-2.9|-0.4
Daishen Nix|PG|21|MIN|15|50|12.3|0.507|0.708|0.25|2.4|4.3|3.4|17.8|4.9|0|15.8|28|-0.1|0.1|0|0.014|-2.8|1.4|-1.4|0
Zeke Nnaji|PF|23|DEN|58|576|12.4|0.528|0.154|0.416|12.1|12.2|12.1|7|1.3|5.6|13.3|15.4|0.4|0.8|1.2|0.099|-3.8|0.1|-3.7|-0.2
Jaylen Nowell|SG|24|TOT|13|214|9.2|0.494|0.372|0.115|3|9.6|6.2|13.6|0.9|0.8|7.9|17.8|0|0.1|0.1|0.016|-4.1|-1.4|-5.4|-0.2
Markquis Nowell|SG|24|TOR|1|4|55.5|0.532|0|2|53.9|0|27.5|57.1|12.1|0|0|20.1|0|0|0.1|0.665|29.1|14.2|43.3|0
Frank Ntilikina|PG|25|CHO|5|43|0|0.253|0.889|0.222|2.5|13.5|7.8|11.5|0|0|9.2|11.2|-0.1|0|-0.1|-0.099|-10|-3.4|-13.4|-0.1
Jusuf Nurkić|C|29|PHO|76|2078|17.4|0.559|0.144|0.416|12.8|31.7|22.8|19.9|1.9|3.4|19.1|19.1|2|3.8|5.8|0.133|-1|2.1|1.1|1.6
Jordan Nwora|SF|25|TOT|52|712|13.7|0.565|0.438|0.177|4.3|19.1|11.6|12.3|1.8|1.6|14.1|22.4|-0.1|0.6|0.5|0.034|-1.1|-1.5|-2.5|-0.1
Royce O'Neale|SF|30|TOT|79|1954|11.1|0.548|0.783|0.065|3.4|17.9|10.7|15|1.5|2|11.6|13.9|1.3|2.1|3.4|0.085|-1|1|0|1
Chuma Okeke|SF|25|ORL|47|432|6.9|0.465|0.732|0.063|4.9|17|10.9|6.2|1|1.5|12.2|13.3|-0.3|0.6|0.3|0.029|-3.2|-0.2|-3.4|-0.2
Josh Okogie|SG|25|PHO|60|960|12|0.552|0.456|0.495|9.2|9|9.1|8.4|2.4|2.2|12.5|13|1|1.1|2.1|0.104|-1.3|0.8|-0.5|0.4
Onyeka Okongwu|C|23|ATL|55|1405|16.9|0.674|0.189|0.318|10.8|18.6|14.6|7.2|0.9|3.8|9.8|13.7|3.5|1|4.5|0.153|0|-0.5|-0.4|0.5
Isaac Okoro|SF|23|CLE|69|1887|11.4|0.599|0.448|0.285|4|8.2|6.1|9.5|1.5|1.6|9.1|13.9|2.1|2|4.2|0.106|-1.8|0.7|-1.1|0.4
Kelly Olynyk|C|32|TOT|78|1759|17.4|0.661|0.312|0.362|6.7|19|12.9|27.6|2|1.5|20.9|17.5|3.5|1.4|4.9|0.133|0.7|1.1|1.8|1.7
Eugene Omoruyi|SF|26|WAS|43|393|16|0.549|0.275|0.293|9.3|13.9|11.6|13|3.2|1|10|22.5|0.2|0.4|0.6|0.074|-1.9|-0.4|-2.3|0
Cedi Osman|SF|28|SAS|72|1269|11.2|0.601|0.576|0.135|2.1|13.3|7.7|13|1.3|0.7|10.4|15.1|1|0.9|1.9|0.071|-1.7|-0.3|-2.1|0
Kelly Oubre Jr.|SF|28|PHI|68|2055|13.5|0.535|0.37|0.264|5|13.5|9.2|7.3|1.8|2.1|8.2|22.4|0.6|2.4|3|0.07|-1.5|-0.7|-2.3|-0.1
Chris Paul|PG|38|GSW|58|1531|14.7|0.544|0.45|0.111|1.3|14.4|7.9|33.4|2.2|0.4|13.4|15.6|2.6|1.7|4.3|0.136|-0.2|1.2|1|1.2
Cameron Payne|PG|29|TOT|78|1304|12.8|0.566|0.555|0.139|1.8|8.1|4.9|21.9|1.6|0.8|11.4|19.1|1.4|1|2.4|0.089|-0.5|-0.6|-1.1|0.3
Gary Payton II|SG|31|GSW|44|680|13.9|0.621|0.301|0.126|7.4|10.5|9|9.4|2.8|2.4|12.3|13.6|0.9|0.9|1.8|0.125|-1.3|2.2|0.9|0.5
Mãozinha Pereira|SF|23|MEM|7|122|15.7|0.609|0.371|0.286|9.5|24.3|16.6|2.5|2.4|3.1|11.3|15.6|0.1|0.2|0.3|0.123|-1.2|0.7|-0.5|0
Drew Peterson|PF|24|BOS|3|23|18.5|0.917|0.833|0|0|4.5|2.3|5.9|4.3|0|14.3|13.3|0.1|0|0.1|0.194|3.8|1.6|5.3|0
Filip Petrušev|C|23|TOT|3|10|5.1|0.521|0|1|0|11.2|5.5|0|0|0|0|12.3|0|0|0|0.029|-4.7|-3.3|-8|0
Julian Phillips|SF|20|CHI|40|323|7|0.521|0.494|0.247|4.1|8.5|6.2|5.3|1.1|2.2|10.5|13|0|0.2|0.2|0.031|-4.7|-0.6|-5.3|-0.3
Jalen Pickett|SG|24|DEN|27|122|9.7|0.571|0.714|0.114|0.9|11.5|6.4|21.7|1.6|0|19.7|16.4|0|0.1|0.2|0.065|-2.7|-0.5|-3.3|0
Scotty Pippen Jr.|PG|23|MEM|21|527|16.4|0.596|0.355|0.271|4.4|9.7|7|30.7|3.3|1.8|19.8|23|0.3|0.7|1|0.09|-0.1|1.4|1.3|0.4
Mason Plumlee|C|33|LAC|46|674|15.8|0.621|0.039|0.647|10.4|28.2|19.6|10.8|1|2.3|15.5|15.1|1.2|0.9|2|0.146|-1.1|0.4|-0.8|0.2
Brandin Podziemski|SG|20|GSW|74|1968|13|0.54|0.392|0.132|6.6|16.7|11.7|18.1|1.5|0.6|12.2|15.4|2.1|2|4.1|0.1|-0.5|0.4|-0.1|0.9
Jakob Poeltl|C|28|TOR|50|1319|18.9|0.653|0|0.283|11.9|24.1|17.9|14|1.3|5.1|15.3|16.2|2.4|1.4|3.8|0.138|-0.3|1|0.7|0.9
Aleksej Pokusevski|PF|22|TOT|28|405|12.7|0.525|0.455|0.339|4.6|20.4|12.3|12|1.8|3|12|17.2|0|0.4|0.4|0.05|-1.8|-0.1|-1.9|0
Jordan Poole|SG|24|WAS|78|2346|12.1|0.529|0.476|0.185|1.4|8.4|4.8|21.4|1.7|0.9|12.8|26.4|-1.5|0.8|-0.6|-0.013|-2|-1.9|-3.9|-1.2
Craig Porter Jr.|PG|23|CLE|51|649|15.4|0.564|0.149|0.246|3.7|15.1|9.4|26.5|1.6|2.1|15.1|20.2|0.6|0.9|1.5|0.108|-0.6|1.1|0.5|0.4
Jontay Porter|PF|24|TOR|26|360|14.9|0.514|0.577|0.173|7.8|17.5|12.5|21.8|2.7|4.9|15.8|15.8|0.2|0.4|0.7|0.089|-0.3|1.9|1.7|0.3
Michael Porter Jr.|SF|25|DEN|81|2565|15.5|0.601|0.513|0.102|4.7|19.3|12.2|6.7|0.8|1.8|7.5|20.7|3.1|3.1|6.2|0.115|1.2|-1.2|0.1|1.3
Otto Porter Jr.|SF|30|TOR|15|174|8.7|0.568|0.697|0.091|3.7|14.8|9.2|5.8|1.4|2.5|5.5|8.9|0.1|0.1|0.3|0.07|-3.5|0.3|-3.2|-0.1
Bobby Portis|PF|28|MIL|82|2008|17.5|0.581|0.268|0.135|7.9|24.8|16.6|7.8|1.6|1.4|8.6|22.9|2.1|2.6|4.7|0.112|0|-0.8|-0.8|0.6
Kristaps Porziņģis|C|28|BOS|57|1690|23.2|0.647|0.39|0.402|6.5|19.1|13.1|10|1.2|5.8|9.1|25.1|4.9|3|7.9|0.226|3.5|1.6|5.1|3
Micah Potter|PF|25|UTA|16|186|11|0.609|0.525|0.2|6|19.4|12.7|4.2|1|2.9|10.3|10.9|0.2|0.1|0.3|0.075|-1.4|-0.9|-2.3|0
Dwight Powell|C|32|DAL|63|836|14.5|0.716|0.028|0.84|12.7|15.2|14|12.4|1.5|2.1|18.1|9.1|2.2|0.9|3.1|0.181|-1.1|0.8|-0.3|0.4
